"index","title","link","grant_id","programme","type","start","end","description"
"2822","PCCC","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/isfp-2020-ag-pccc;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISFP-2020-AG-PCCC","Internal Security Fund Police (ISFP - 2014-2020)
","ISF-Police Action Grant
","29 September 2020
","single-stage
Deadline date","Scope:
Call for proposals on the Police and Customs Cooperation Centres (PCCC)"
"2823","POLCOP","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/isfp-2020-ag-polcop;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISFP-2020-AG-POLCOP","Internal Security Fund Police (ISFP - 2014-2020)
","ISF-Police Action Grant
","29 September 2020
","single-stage
Deadline date","Scope:
The objectives are to support Member States, in particular those that are currently organizing joint patrols and joint operations across the EU, notably in the framework of the Council decision 2008/615/JHA of 23 June 2008 on the stepping up of cross-border cooperation, particularly in combating terrorism and cross-border crime."
"2824","Protection","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/isfp-2020-ag-protect;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISFP-2020-AG-PROTECT","Internal Security Fund Police (ISFP - 2014-2020)
","ISF-Police Action Grant
","25 June 2020
","single-stage
Deadline date","Scope:
The call for proposals would support proposals on the protection of public spaces, in particular places of worship. Activities to be funded should be in line with the Action Plan to improve the protection of public spaces (COM(2017)612. They may also address emerging threats to public spaces."
"2825","Closing the research and innovation divide: the crucial role of innovation support services and knowledge exchange","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/isib-02-2014;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISIB-02-2014","Horizon 2020 Framework Programme (H2020 - 2014-2020)
","Coordination and support action
","11 December 2013
","single-stage
Deadline date","Scope:
Specific challenge: In view of fostering economically viable and sustainable development in agriculture, forestry and rural areas it is essential to close the research and innovation divide. The Agricultural Knowledge and Innovation Systems (AKIS) are very different between countries, regions and sectors and generally don't fully meet the challenge to increase simultaneously productivity and sustainability in agriculture and rural areas. Despite the continued generation of knowledge through scientific projects, research results are often insufficiently exploited and taken up in practice, and innovative ideas from practice are not captured and spread.
The AKIS Collaborative Working Group of the Standing Committee of Agricultural Research advocates the distinction between science-driven research and innovation-driven research, which are governed by different incentives. Cooperation between research and extension services or farmers and other actors in the supply chain is crucial for innovation-driven research and should be promoted, notably through the EIP. Therefore, mechanisms and networks, which stimulate this interaction and knowledge exchange, should be developed in view of optimising resource use and enhancing the transition to innovation-driven research. Making available science and practice based information is an essential condition for the setting up of EIP operational groups.
Scope:Projects should involve actors from science and agricultural practice and facilitate the exchange on existing knowledge on innovative approaches in agriculture, the supply chain, and rural areas. They should help to put existing research into practice and capture creative ideas from the grassroots-level. Methods for generation of innovation-driven research should be promoted taking into account the diversity of European regions, farming and agro-food systems.
Two types of networks are foreseen: (1) a network focusing on innovation support services, whose activities would include exchange and development of methods for innovation brokering and advisory activities with a focus on innovation, and (2) a number of networks on specific themes. Activities of these networks would include synthesising, sharing and presenting best practices and research results that are near to be put into practice, but not known or tested by practitioners. The resulting innovative knowledge and easy accessible end-user material should feed into the European Innovation Partnership (EIP) 'Agricultural Productivity and Sustainability' for broad dissemination to farmers and other actors in the agricultural innovation chain.
The networks shall involve a wide range of actors concerned by the specific themes, including scientists, farm advisory services, innovation support services,  farmers/farmers' groups,  various groups operating in the context of EIP, SMEs, etc. Up to one network on innovation support services shall be funded in 2014; all other projects should be networks dealing with specific themes. Proposals should fall under the concept of 'multi-actor approach'[1].
The Commission considers that proposals requesting a contribution from the EU in the range of EUR 2 million per network would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.
Expected impact:
Improved flow of information and knowledge between academia and practitioners in particular on agricultural and forestry practices and innovations
increased exchanges between European regions on innovative matters; new funding formats enhancing innovation-driven research; more efficient methods for innovation support services
successful deployment of the vast reservoir of existing scientific and practical knowledge
focused collection of innovative knowledge on specific themes, a greater user acceptance and intense dissemination of solutions for a more competitive and sustainable agriculture and forestry to farmers and other actors in the agricultural innovation chain
thematic networks delivering accessible and long-term available end-user material on the themes which should also generate a better targeted and shared research agenda for innovation-driven research and multi-actor projects
improved skills and education material on innovation approaches and on specific thematic areas
         Support to implementation of the European Innovation Partnership (EIP) 'Agricultural Productivity and Sustainability'.
Type of action: Coordination and support actions
[1] See definition of 'multi-actor approach' in footnote 1 in the introduction of this Work Programme part."
"2826","Closing the research and innovation divide: the crucial role of innovation support services and knowledge exchange","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/isib-02-2015;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISIB-02-2015","Horizon 2020 Framework Programme (H2020 - 2014-2020)
","Coordination and support action
","25 July 2014
","single-stage
Deadline date","Scope:
Specific challenge: In view of fostering economically viable and sustainable development in agriculture, forestry and rural areas it is essential to close the research and innovation divide. The Agricultural Knowledge and Innovation Systems (AKIS) are very different between countries, regions and sectors and generally don't fully meet the challenge to increase simultaneously productivity and sustainability in agriculture and rural areas. Despite the continued generation of knowledge through scientific projects, research results are often insufficiently exploited and taken up in practice, and innovative ideas from practice are not captured and spread.
The AKIS Collaborative Working Group of the Standing Committee of Agricultural Research advocates the distinction between science-driven research and innovation-driven research, which are governed by different incentives. Cooperation between research and extension services or farmers and other actors in the supply chain is crucial for innovation-driven research and should be promoted, notably through the EIP. Therefore, mechanisms and networks, which stimulate this interaction and knowledge exchange, should be developed in view of optimising resource use and enhancing the transition to innovation-driven research. Making available science and practice based information is an essential condition for the setting up of EIP operational groups.
Scope:Projects should involve actors from science and agricultural practice and facilitate the exchange on existing knowledge on innovative approaches in agriculture, the supply chain, and rural areas. They should help to put existing research into practice and capture creative ideas from the grassroots-level. Methods for generation of innovation-driven research should be promoted taking into account the diversity of European regions, farming and agro-food systems.
Two types of networks are foreseen: (1) a network focusing on innovation support services, whose activities would include exchange and development of methods for innovation brokering and advisory activities with a focus on innovation, and (2) a number of networks on specific themes. Activities of these networks would include synthesising, sharing and presenting best practices and research results that are near to be put into practice, but not known or tested by practitioners. The resulting innovative knowledge and easy accessible end-user material should feed into the European Innovation Partnership (EIP) 'Agricultural Productivity and Sustainability' for broad dissemination to farmers and other actors in the agricultural innovation chain.
The networks shall involve a wide range of actors concerned by the specific themes, including scientists, farm advisory services, innovation support services,  farmers/farmers' groups,  various groups operating in the context of EIP, SMEs, etc. Up to one network on innovation support services shall be funded in 2014; all other projects should be networks dealing with specific themes. Proposals should fall under the concept of 'multi-actor approach'[1].
The Commission considers that proposals requesting a contribution from the EU in the range of EUR 2 million per network would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.
Expected impact:
Improved flow of information and knowledge between academia and practitioners in particular on agricultural and forestry practices and innovations
increased exchanges between European regions on innovative matters; new funding formats enhancing innovation-driven research; more efficient methods for innovation support services
successful deployment of the vast reservoir of existing scientific and practical knowledge
focused collection of innovative knowledge on specific themes, a greater user acceptance and intense dissemination of solutions for a more competitive and sustainable agriculture and forestry to farmers and other actors in the agricultural innovation chain
thematic networks delivering accessible and long-term available end-user material on the themes which should also generate a better targeted and shared research agenda for innovation-driven research and multi-actor projects
improved skills and education material on innovation approaches and on specific thematic areas
         Support to implementation of the European Innovation Partnership (EIP) 'Agricultural Productivity and Sustainability'.
Type of action: Coordination and support actions
[1] See definition of 'multi-actor approach' in footnote 1 in the introduction of this Work Programme part."
"2827","Prevent Radicalisation","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/isfp-2020-ag-rad;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISFP-2020-AG-RAD","Internal Security Fund Police (ISFP - 2014-2020)
","ISF-Police Action Grant
","23 July 2020
","single-stage
Deadline date","Scope:
The objective is to develop effective responses and tools to prevent and counter all forms of radicalisation (including in particular Islamist and violent right wing extremism) in priority areas highlighted in the annual Strategic Orientations on a coordinated EU approach to prevention of radicalisation, focusing on approaches for disengagement and reintegration of extremist offenders and radicalised individuals, including on returning foreign terrorist fighters and their families."
"2828","TERFIN","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/isfp-2020-ag-terfin;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISFP-2020-AG-TERFIN","Internal Security Fund Police (ISFP - 2014-2020)
","ISF-Police Action Grant
","17 September 2020
","single-stage
Deadline date","Scope:
Call for proposals on countering terrorist financing focusing on the cooperation of public and private actors and emerging technologies"
"2829","Trafficking in human beings","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/isfp-2020-ag-thb;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISFP-2020-AG-THB","Internal Security Fund Police (ISFP - 2014-2020)
","ISF-Police Action Grant
","12 November 2020
","single-stage
Deadline date","Scope:
The present call for proposals aims at funding projects in the area of anti-trafficking action, in particular aimed at countering the culture of impunity for all perpetrators."
"2830","Pan-European public outreach: exhibitions and science cafés engaging citizens in science","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/issi-1-2014;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISSI-1-2014","Horizon 2020 Framework Programme (H2020 - 2014-2020)
","Coordination and support action
","11 December 2013
","single-stage
Deadline date","Scope:
Specific challenge:
This topic will organise public outreach exhibitions and participatory events throughout the whole of Europe to engage citizens in science, drawing on the experience and capacity of science museums, Higher Education Institutions, science shops, scientific centres of excellence and innovation hubs, cities of scientific culture (e.g. building on the Seventh Framework programme PLACES initiative), but also grass root Do It Yourself (DiY) creative re-use communities (like movements, etc.), secondary schools, higher education centres, Non-Governmental Organisations (NGOs) and civil society organizations, local public authorities and other relevant stakeholders[1]. The topic will take-up and further develop the information and training material produced by the RRI Toolkit developed by the Seventh Framework Programme project RRI Toolkit.
Scope:
Exhibitions and participatory events shall be interactive and adapted to local/regional conditions (i.e.: use of relevant case-studies) and shall take place in the local languages. Exhibits shall provide material for dissemination and make use of existing multimedia and other relevant technology (e.g.: social media, virtual reality, scenarios, gaming, etc.) and shall employ inclusive participatory techniques to engage with multiple publics (children, youth, women, adults, and other relevant stakeholders). Alongside the exhibitions, the proposals shall also establish regular 'science cafés' in informal settings, during which emerging science and technology issues and their Responsible Research and Innovation dimension (e.g. debating the pros and cons of shale gas extraction, personalised medicine, energy mix, disaster risk managementetc.) can be debated, engaging citizens and other relevant experts and local actors. Public feedback of exhibits and the outcomes of deliberations shall be collected and analysed in a structured way, to guide an internal learning process and provide policy support.
The Commission considers that proposals requesting a contribution from the EU of between EUR 3 and 3.5 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.
This action allows for the provision of financial support to third parties in line with the conditions set out in Part K of the General Annexes.
Expected impact:
In the short term, this action will increase public awareness of science and of Responsible Research and Innovation. In the medium term, it will build capacity of local science actors and public authorities to engage with citizens on science and innovation, leading to more public engagement activities after the end of the project. Equally, it will directly encourage more citizens, including women, to participate in science. It will encourage user-led and frugal innovation, and mobilise social resources in the knowledge transfer of ideas - from social imagination to practical implementation. In the long term, it will channel to policy makers at different levels external advice and societal inputs regarding appropriate R&I policies (as per Art. 12 and 14 of the H2020 Regulation).
Type of action: Coordination and Support Actions.
[1] See the European Researchers' Night (NIGHT) implemented under the Part III-3 of Horizon 2020: Marie Skłodowska-Curie actions."
"2831","Pan-European public outreach: exhibitions and science cafés engaging citizens in science","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/issi-1-2015;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISSI-1-2015","Horizon 2020 Framework Programme (H2020 - 2014-2020)
","Coordination and support action
","22 April 2015
","single-stage
Deadline date","Scope:
Specific challenge:
This topic will organise public outreach exhibitions and participatory events throughout the whole of Europe to engage citizens in science, drawing on the experience and capacity of science museums, Higher Education Institutions, science shops, scientific centres of excellence and innovation hubs, cities of scientific culture (e.g. building on the Seventh Framework programme PLACES initiative), but also grass root Do It Yourself (DiY) creative re-use communities (like movements, etc.), secondary schools, higher education centres, Non-Governmental Organisations (NGOs) and civil society organizations, local public authorities and other relevant stakeholders[1]. The topic will take-up and further develop the information and training material produced by the RRI Toolkit developed by the Seventh Framework Programme project RRI Toolkit.
Scope:
Exhibitions and participatory events shall be interactive and adapted to local/regional conditions (i.e.: use of relevant case-studies) and shall take place in the local languages. Exhibits shall provide material for dissemination and make use of existing multimedia and other relevant technology (e.g.: social media, virtual reality, scenarios, gaming, etc.) and shall employ inclusive participatory techniques to engage with multiple publics (children, youth, women, adults, and other relevant stakeholders). Alongside the exhibitions, the proposals shall also establish regular 'science cafés' in informal settings, during which emerging science and technology issues and their Responsible Research and Innovation dimension (e.g. debating the pros and cons of shale gas extraction, personalised medicine, energy mix, disaster risk managementetc.) can be debated, engaging citizens and other relevant experts and local actors. Public feedback of exhibits and the outcomes of deliberations shall be collected and analysed in a structured way, to guide an internal learning process and provide policy support.
The Commission considers that proposals requesting a contribution from the EU of between EUR 3 and 3.5 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.
This action allows for the provision of financial support to third parties in line with the conditions set out in Part K of the General Annexes.
Expected impact:
In the short term, this action will increase public awareness of science and of Responsible Research and Innovation. In the medium term, it will build capacity of local science actors and public authorities to engage with citizens on science and innovation, leading to more public engagement activities after the end of the project. Equally, it will directly encourage more citizens, including women, to participate in science. It will encourage user-led and frugal innovation, and mobilise social resources in the knowledge transfer of ideas - from social imagination to practical implementation. In the long term, it will channel to policy makers at different levels external advice and societal inputs regarding appropriate R&I policies (as per Art. 12 and 14 of the H2020 Regulation).
Type of action: Coordination and Support Actions.
[1] See the European Researchers' Night (NIGHT) implemented under the Part III-3 of Horizon 2020: Marie Skłodowska-Curie actions."
"2832","On-line mechanisms for knowledge-based policy advice","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/issi-4-2015;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISSI-4-2015","Horizon 2020 Framework Programme (H2020 - 2014-2020)
","Research and Innovation action
","22 April 2015
","single-stage
Deadline date","Scope:
Specific challenge: In a global perspective Europe can gain from effective knowledge-based decision-making, widening its knowledge base beyond science, not the least with regard to science, technology and innovation (STI) governance itself. This requires a combined effort of a) establishing national capacity for knowledge-based policy advice across Europe, b) establishing common methodological frameworks, and c) increasing the volume and effectiveness of cross-European collaboration in order to create European added value. Initiatives have been taken towards such a development, including Mobilisation and Mutual Learning Action Plans (MML) and research in Responsible Research and Innovation frameworks, methodologies, participation. However, the potential of developing on-line services for such goals is yet unexplored.
Scope:The on-line dimension of knowledge-based decision-making should involve different mechanisms, such as Science 2.0, e-Science approaches and other collaborative functions for policy analysis, forward looking studies, technology assessment, data exchange for research etc.; trans-European collaboration tools focusing on EU level policy advice; work-flow management systems for specific methods; participatory citizen and stakeholder consultation systems; services supporting Responsible Research and Innovation (RRI) methods and frameworks, including gender equality; Web-services for the project life-cycle - project definition, method choice, evaluation and management. The proposals shall probe the potential and feasibility of on-line services and develop and demonstrate on-line services that will strengthen European capacity for knowledge-based policy analysis and advice, with special emphasis on Science, technology and Innovation (STI) governance. Emphasis shall be put on a well-documented demand-side, on targeted user-centred solutions, and on usability across languages and among different institutional structures in the advisory domains. Innovation height shall be found in the functions provided, and the use of known and well tested enabling ICT technologies is to be preferred.
The Commission considers that proposals requesting a contribution from the EU of the order of EUR 4 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.
Expected impacts:In the short term, open and wide-spread access of citizens, end-users stakeholders to on-line services providing processes and methods for knowledge-based policy advice, enhancing the innovation process. In the medium term, enduring organisational structures that can maintain the services after the end of the research. In the long term, greater trans-European collaboration on knowledge-based policy advice. Promotion of the objectives of citizen engagement in policy making postulated in the Lisbon Treaty.
Type of action: Research and Innovation Actions.
 "
"2833","Citizens and multi-actor engagement for scenario building","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/issi-2-2014;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISSI-2-2014","Horizon 2020 Framework Programme (H2020 - 2014-2020)
","Coordination and support action
","11 December 2013
","single-stage
Deadline date","Scope:
Specific challenge:
This action aims to empower and draw on the collective intelligence of citizens to examine the role of research and innovation via future scenarios and visions of desirable sustainable futures. It will connect scientists, stakeholders and citizens (including youth) in building shared understanding.
Scope:
This action, which follows on from the Seventh Framework Programme VOICES initiative[1], shall develop and implement methodologies for pan-European and multi-lingual face-to-face participatory and inclusive workshops with citizens (including youth, women) and other stakeholders, to devise scenarios, visions and storylines in relation to desirable sustainable European research and innovation futures. The visions and scenarios shall consider future expected advances in science and their impact on technology, society, economy, gender, health, and the environment. The deliberations shall target at least three Societal Challenges of Horizon 2020. The use of support tools for the interactive exploration of ""what if"" questions, resulting trade-offs and scenario building, are encouraged. This should include a mix of participatory multi criteria analysis, virtual reality techniques, collaborative Geographical Information System (GIS), and integrated assessment modelling, to enhance citizen understanding and exploration of desirable futures. The methods shall take on a pan-European and multilingual dimension through their deployment in 28 Member States (and some selected Associate Countries). In parallel to the face-to-face workshops, a dedicated participatory on-line consultation shall be launched (building e.g. on relevant Eurobarometer studies). The outcomes of the consultations shall be compared with those from other expert-based foresight and prospective studies to assess the relative merits of citizen focussed consultations for inspiring research and innovation policy development and implementation. The outcome of this topic shall provide inputs to the 2017 and beyond Horizon 2020 Work programmes and other relevant EU policy initiatives.
The Commission considers that proposals requesting a contribution from the EU of the order of EUR 3 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.
This action allows for the provision of financial support to third parties in line with the conditions set out in Part K of the General Annexes.
Expected impact:
In the immediate future, this action will generate further engagement of citizens and scientific stakeholders in envisioning socially desirable futures, with a view of inspiring future research, innovation and public policies as a means to achieve these futures. In the medium term, it will contribute to enhanced understanding of the likely effects of scientific progress, to increased scientific literacy in society, and will enhance policy-makers' ability to set scientific courses in line with societal needs and aspirations.
Type of action: Coordination and Support Actions.
 [1] See: http://www.voicesforinnovation.eu/"
"2834","Knowledge Sharing Platform","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/issi-3-2015;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","ISSI-3-2015","Horizon 2020 Framework Programme (H2020 - 2014-2020)
","Coordination and support action
","22 April 2015
","single-stage
Deadline date","Scope:
Specific challenge:
Evidence from Sixth Framework Programme Science and Society (S&S) and Seventh Framework Programme Science in Society (SiS) programmes shows that more consistent policy development in Science and Technology requires systematic cooperation and a shared knowledge base on which European, national and sub-national research and innovation policy decisions can be drawn from.
Scope:
The topic aims to foster the sharing of ‘Science With and For Society’ experience and know-how in Europe, and beyond. Activities shall envisage building a Knowledge Sharing Platform (KSP) to federate Responsible Research and Innovation communities and make RRI and its key dimensions more effective research and innovation policy support tools. It shall simultaneously operate and draw from the networking of relevant projects, service contracts and actors. Furthermore, the KSP shall provide an RRI assessment and good practice function, and will disseminate and advocate findings with a view to strengthen European leadership in the governance of Responsible Research and Innovation in both policy-relevant and thematic European and global fora corresponding to the Horizon 2020 Societal Challenges. The KSP shall use a variety of means of exchange, employing e.g. direct face-to-face meetings, participatory processes as well as social media and modern ICT and multimedia tools (non-exhaustive list).
The Knowledge Sharing Platform (KSP) shall hold Mobilisation and Mutual Learning workshops to provide a platform for researchers, practitioners, national Science with and for Society -related programme managers and policy-makers and other stakeholders to reflect upon, share, assess, consolidate and transfer experiences and lessons learnt from Sixth and Seventh Framework Programmes projects, activities, methodologies and outcomes. Furthermore, the proposals shall also aim to support the Science with and for Society Community by facilitating new and lasting partnerships, fostering joint visions and positions amongst constituencies.
The Commission considers that proposals requesting a contribution from the EU of the order of EUR 3 million would allow this specific challenge to be addressed appropriately. Nonetheless, this does not preclude submission and selection of proposals requesting other amounts.
This action allows for the provision of financial support to third parties in line with the conditions set out in Part K of the General Annexes.
Expected impact:
This action will federate RRI actors and communities, consolidate and advance knowledge on science in society e in Europe and will improve access to existing knowledge, know-how and experience, thereby reducing institutional costs and efforts of in applying RRI principles. In the medium term, it will facilitate the spill-over of RRI to regions of Europe that are currently lagging behind. In the long term, it will position EU research teams on the map as leaders in the global governance of research.
Type of action: Coordination and Support Actions."
"2835","Crack growth threshold analysis in TiAl alloys","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/jti-cs2-2014-cfp01-eng-03-04;callCode=null;freeTextSearchKeyword=;matchWholeText=false;typeCodes=1,2,8;statusCodes=31094501,31094502,31094503;programmePeriod=null;programCcm2Id=null;programDivisionCode=null;focusAreaCode=null;destination=null;mission=null;geographicalZonesCode=null;programmeDivisionProspect=null;startDateLte=null;startDateGte=null;crossCuttingPriorityCode=null;cpvCode=null;performanceOfDelivery=null;sortQuery=sortStatus;orderBy=asc;onlyTenders=false;topicListKey=topicSearchTablePageState","JTI-CS2-2014-CFP01-ENG-03-04","Horizon 2020 Framework Programme (H2020 - 2014-2020)
","Innovation action
","16 December 2014
","single-stage
Deadline date","Scope:
This programme will investigate the fatigue crack growth threshold of second generation TiAl alloys suitable for use in the IP turbine of the UltraFan engine. The alloy will be defined by Rolls-Royce. This package of work will determine the fatigue crack growth threshold and crack growth rates, evaluate the effects of temperature and also the effects of the variation in properties within the designated heat treatment window. The influence of original defect size and morphology is also within scope.  Please refer for the full and formal topic description to Annex III of the Clean Sky 2 Work Plan 2014-2015 Amendment nr. 1  Version 3 (see under the tab ""Topic Conditions and Documents"")"
